id,spcode,treatment,family,nfixer,init_height,rmf,smf,lmf,whole_leaf_dry_weight,root_dry_weight,stem_dry_weight,totalbiom,above_biom,below_biom,la,ldmc,d13c,sla_cm2_g,CN,Narea_g_m2,Nmass_mg_g,totalleafmass_Nmass
61,sm,Harvestatthebegging,nonlegume,nonfixer,15.5,29.310960371296,20.1356658336308,50.5533737950732,1.416,0.821,0.564,2.801,1.06953373795073,0.29310960371296,0.00527302,0.301866081,-30.12115245,191.74618,26.8622323176495,0.902032104420238,17.29612119,24.49130760504
62,sm,Harvestatthebegging,nonlegume,nonfixer,18,27.5659824046921,27.3900293255132,45.0439882697947,0.768,0.47,0.467,1.705,0.917439882697947,0.275659824046921,0.00411261,0.290132548,-31.10600034,208.76193,25.6295419708826,0.846738643883082,17.67667926,13.57568967168
63,sm,Harvestatthebegging,nonlegume,nonfixer,22.5,22.4060822898032,26.8336314847943,50.7602862254025,1.135,0.501,0.6,2.236,1.10760286225403,0.224060822898032,0.00478737,0.289325843,-29.96448007,232.3966,25.6749415449021,0.787438658186018,18.29980684,20.7702807634
65,sm,ambientrain,nonlegume,nonfixer,16,42.6984597156398,25.5035545023697,31.7979857819905,2.147,2.883,1.722,6.752,2.03997985781991,0.426984597156398,0.00195505,0.487252125,-31.03864229,113.6657,39.6479656902407,1.02379882568732,11.63708078,24.98481243466
66,sm,ambientrain,nonlegume,nonfixer,20,36.7603860679815,30.2839557980137,32.9556581340048,2.356,2.628,2.165,7.149,2.49455658134005,0.367603860679815,0.00448323,0.520754717,-30.1773513,108.29058,51.1919350002062,0.82144023365743,8.89542391,20.95761873196
67,sm,ambientrain,nonlegume,nonfixer,19.5,35.9499871100799,25.9474091260634,38.1026037638567,2.956,2.789,2.013,7.758,2.39402603763857,0.359499871100799,0.00411227,0.476377953,-31.15745383,113.28567,45.985260286773,0.904079339795296,10.24192382,30.27512681192
68,sm,ambientrain,nonlegume,nonfixer,23,35.3185185185185,34.9037037037037,29.7777777777778,2.01,2.384,2.356,6.75,2.65377777777778,0.353185185185185,0.00347268,0.443462898,-31.42805409,138.35378,50.7518347423417,0.659066881270373,9.11843975,18.3280638975
69,sm,ambientrain_water_nutrients,nonlegume,nonfixer,16.5,36.5269461077844,31.2312874251497,32.2417664670659,3.446,3.904,3.338,10.688,3.66041766467066,0.365269461077844,0.00663949,0.426443203,-31.60000629,144.96703,42.9210113230424,0.745480222480944,10.80700542,37.24094067732
70,sm,ambientrain_water_nutrients,nonlegume,nonfixer,12.5,33.8215888097123,25.8115597783056,40.3668514119821,3.059,2.563,1.956,7.578,2.35966851411982,0.338215888097123,0.00829421,0.435628743,-30.26292683,142.5122,34.7602347260956,0.926529559131008,13.20417652,40.39157597468
71,sm,ambientrain_water_nutrients,nonlegume,nonfixer,18,32.8807150223445,25.9367480233757,41.1825369542798,4.792,3.826,3.018,11.636,3.4298253695428,0.328807150223445,0.0063429,0.367807154,-29.49137823,134.09937,44.5859399681606,0.774945854653234,10.39197476,49.79834304992
72,sm,ambientrain_water_nutrients,nonlegume,nonfixer,14,33.4865594084141,24.2130508643949,42.300389727191,4.233,3.351,2.423,10.007,2.84600389727191,0.334865594084141,0.00887304,0.362669817,-31.0958042,144.51205,41.2502929158811,0.769787294347822,11.12435416,47.08939115928
73,sm,ambientrain_water,nonlegume,nonfixer,14,41.0609803666623,28.85190482382,30.0871148095176,2.314,3.158,2.219,7.691,2.51987114809518,0.410609803666623,0.00371382,0.416289593,-31.31987553,134.5587,52.4135426794904,0.662613328465031,8.91603852,20.63171313528
74,sm,ambientrain_water,nonlegume,nonfixer,17,37.6775103232954,34.2834122268104,28.0390774498943,2.784,3.741,3.404,9.929,3.68439077449894,0.376775103232954,0.00255213,0.458733205,-30.5437369,106.78368,63.6541748691059,0.67407408740934,7.1980113,20.0392634592
75,sm,ambientrain_water,nonlegume,nonfixer,16,36.7171861595653,31.9607282432561,31.3220855971785,3.286,3.852,3.353,10.491,3.66622085597179,0.367171861595653,0.00562645,0.574186992,-29.39396473,99.58319,46.0766640608989,1.02465476112824,10.20383855,33.5298134753
76,sm,ambientrain_water,nonlegume,nonfixer,20.5,38.7480328728799,29.5418779506907,31.7100891764294,3.627,4.432,3.379,11.438,3.69610089176429,0.387480328728799,0.00791947,0.386744355,-30.1405968,149.14256,56.798215211501,0.55419733396048,8.26544098,29.97875443446
77,sm,ambientrain_nutrients,nonlegume,nonfixer,7,40.1803968731209,17.9434756464221,41.876127480457,3.482,3.341,1.492,8.315,1.91076127480457,0.401803968731209,0.00664429,0.395348837,-30.65908949,126.07761,43.4631328248559,0.864946433957579,10.90503784,37.97134175888
78,sm,ambientrain_nutrients,nonlegume,nonfixer,19,36.7859260723463,27.4263688475983,35.7877050800553,3.621,3.722,2.775,10.118,3.13287705080055,0.367859260723463,0.00345531,0.382316314,-29.28782722,112.55081,39.4865717553835,1.0532174600716,11.85404828,42.92350882188
79,sm,ambientrain_nutrients,nonlegume,nonfixer,15,33.8659320477502,23.1221303948577,43.0119375573921,2.342,1.844,1.259,5.445,1.68911937557392,0.338659320477502,0.00709919,0.324937028,-30.73828173,183.4416,31.8919576293479,0.775420515286955,14.22443816,33.31363417072
80,sm,ambientrain_nutrients,nonlegume,nonfixer,15.5,44.648288973384,23.0228136882129,32.328897338403,3.401,4.697,2.422,10.52,2.74528897338403,0.44648288973384,0.01396633,0.412721186,-29.0226466,161.83465,28.1886820450499,1.04721933949076,16.94763717,57.63891401517
81,pq,Harvestatthebegging,nonlegume,nonfixer,8,37.4418604651163,24.8837209302326,37.6744186046512,0.162,0.161,0.107,0.43,0.483744186046512,0.374418604651163,0.00086093,0.295652174,-27.58703672,253.21471,15.6208717084086,1.1472160366348,29.04919713,4.70596993506
82,pq,Harvestatthebegging,nonlegume,nonfixer,10,49.9250374812594,20.9895052473763,29.0854572713643,0.194,0.333,0.14,0.667,0.430854572713643,0.499250374812594,0.00107669,0.209039548,-28.15528454,290.9973,11.7121015852721,1.32870888524088,38.66506945,7.5010234733
83,pq,Harvestatthebegging,nonlegume,nonfixer,11,42.7722772277228,24.3564356435644,32.8712871287129,0.332,0.432,0.246,1.01,0.574712871287129,0.427722772277228,0.00133514,0.223255814,-28.73754583,278.15417,15.6933536116602,1.03679748017436,28.83895391,9.57453269812
85,pq,ambientrain,nonlegume,nonfixer,9,57.3033707865169,19.1898285038439,23.5068007096393,0.795,1.938,0.649,3.382,0.884068007096393,0.573033707865169,0.00315354,0.320987654,-29.33605317,202.15,22.5836230333692,0.995621304971556,20.12648468,16.0005553206
86,pq,ambientrain,nonlegume,nonfixer,10,57.9267449896337,20.2073255010366,21.8659295093296,1.582,4.191,1.462,7.235,1.6806592950933,0.579267449896337,0.00397254,0.289873418,-29.09837198,173.47336,23.9441072488923,1.11969262405413,19.42368444,30.72826878408
87,pq,ambientrain,nonlegume,nonfixer,8,50.2722323049002,22.8473482556967,26.8804194394031,1.333,2.493,1.133,4.959,1.40180419439403,0.502722323049002,0.00358974,0.316558442,-29.43869736,184.08923,27.4737740563825,0.907080613582042,16.69837724,22.25893686092
88,pq,ambientrain,nonlegume,nonfixer,9.5,57.843137254902,18.266253869969,23.890608875129,1.389,3.363,1.062,5.814,1.30090608875129,0.57843137254902,0.00255897,0.382550336,-29.41714485,149.64737,23.3272799629788,1.31715892688074,19.71093672,27.37849110408
89,pq,ambientrain_water_nutrients,nonlegume,nonfixer,8.5,59.2919115589141,18.4298908480269,22.2781975930591,1.592,4.237,1.317,7.146,1.53978197593059,0.592919115589141,0.0057428,0.271497585,-30.07910129,204.37011,22.2554541552789,1.01506424245316,20.74487876,33.02584698592
90,pq,ambientrain_water_nutrients,nonlegume,nonfixer,10.5,55.0865051903114,19.4602076124567,25.4532871972318,1.839,3.98,1.406,7.225,1.66053287197232,0.550865051903114,0.00735935,0.294701987,-29.48443639,206.72331,23.6040124051089,0.951237869681426,19.66430454,36.16265604906
91,pq,ambientrain_water_nutrients,nonlegume,nonfixer,12,49.5391421899963,25.5868256114047,24.874032198599,2.024,4.031,2.082,8.137,2.33074032198599,0.495391421899963,0.00812469,0.330490405,-28.71757695,174.72452,23.6463155485529,1.1159880703633,19.49904756,39.46607226144
92,pq,ambientrain_water_nutrients,nonlegume,nonfixer,13,53.5804283914322,23.0680386392272,23.3515329693406,2.224,5.103,2.197,9.524,2.43051532969341,0.535804283914322,0.00548788,0.353219697,-29.28898655,147.12815,27.5881847118204,1.14866766656159,16.90013489,37.58589999536
94,pq,ambientrain_water,nonlegume,nonfixer,8,68.455765294519,14.8965203547874,16.6477143506937,0.732,3.01,0.655,4.397,0.821477143506937,0.68455765294519,0.00172765,0.282913165,-29.99999819,171.05446,25.2291170829358,1.08530566138396,18.56463689,13.58931420348
95,pq,ambientrain_water,nonlegume,nonfixer,9.5,40.7991940899933,17.0584284754869,42.1423774345198,1.255,1.215,0.508,2.978,0.929423774345198,0.407991940899933,0.00193497,0.324404762,-29.22949759,177.52018,30.8385033817129,0.813445808043536,14.44030491,18.12258266205
96,pq,ambientrain_water,nonlegume,nonfixer,12,51.7102615694165,24.4802146210597,23.8095238095238,0.355,0.771,0.365,1.491,0.603095238095238,0.517102615694165,0.00161297,0.25304878,-29.64901316,194.33373,22.2109004380482,1.11069690482154,21.58458779,7.66252866545
97,pq,ambientrain_nutrients,nonlegume,nonfixer,10.5,48.5130420335604,24.007310184416,27.4796477820236,1.654,2.92,1.445,6.019,1.71979647782024,0.485130420335604,0.00501207,0.296928328,-29.84014171,192.03333,23.613969746904,1.02091201926749,19.60491381,32.42652744174
98,pq,ambientrain_nutrients,nonlegume,nonfixer,7.5,42.4210891432536,18.5570586194936,39.0218522372529,1.125,1.223,0.535,2.883,0.925218522372529,0.424210891432536,0.00559258,0.271714922,-28.6209808,229.2041,19.2334766883662,1.03049837672774,23.61944513,26.57187577125
99,pq,ambientrain_nutrients,nonlegume,nonfixer,7.5,49.0716180371353,19.9551112017956,30.9732707610692,1.518,2.405,0.978,4.901,1.28773270761069,0.490716180371353,0.0055902,0.296228151,-28.11755881,173.6087,19.0439862413704,1.38160776048084,23.98591212,36.41061459816
100,pq,ambientrain_nutrients,nonlegume,nonfixer,9,49.9739628536712,23.3466412081236,26.6793959382052,1.537,2.879,1.345,5.761,1.61179395938205,0.499739628536712,0.0031838,0.300775194,-28.51291803,164.1134,22.3781308661194,1.19543967911929,19.61876727,30.15404529399
101,gs,Harvestatthebegging,Legume,fixer,16,69.4688922610015,8.83156297420334,21.6995447647951,0.715,2.289,0.291,3.295,0.507995447647951,0.694688922610015,0.00466038,0.190426639,-28.87582969,254.66557,14.8160513656906,1.19505535276737,30.43394571,21.76027118265
102,gs,Harvestatthebegging,Legume,fixer,19.5,50.5900266463647,21.4693566806243,27.940616673011,0.734,1.329,0.564,2.627,0.84340616673011,0.505900266463647,0.00462994,0.213572854,-29.41664492,216.35234,14.9079877735824,1.37806452934163,29.81474807,21.88402508338
